Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
10600000,Secondary,Рижская,20,Moscow,0,29,16.8,9,4,21,Cosmetic
9700000,Secondary,Бунинская Аллея,40,Moscow,0,28,13,6,13,15,Designer
7200000,Secondary,Тургеневская,4,Moscow,0,16.5,10.5,8,1,8,Cosmetic
8500000,Secondary,Проспект Вернадского,4,Moscow,0,14.4,7,4,2,9,Designer
7500000,Secondary,Новослободская,10,Moscow,0,18.5,11.5,8.2,1,6,Without renovation
7600000,Secondary,Авиамоторная,7,Moscow,0,24.6,14.6,8.7,1,6,Cosmetic
5600000,Secondary,Мичуринский проспект,10,Moscow,0,13.5,9,7.8,1,5,Without renovation
5600000,Secondary,Савеловская,13,Moscow,0,19,11.7,8.2,1,5,Without renovation
5600000,Secondary,Гражданская,9,Moscow,0,20.8,12.7,8.4,1,5,Cosmetic
5950000,Secondary,Фонвизинская,14,Moscow,0,19,11.7,8.2,1,5,Without renovation
5900000,Secondary,Соколиная Гора,8,Moscow,0,19,11.7,8.2,1,5,Without renovation
11300000,Secondary,Кожуховская,8,Moscow,0,23.3,13.9,8.6,25,69,Without renovation
9300000,Secondary,Бульвар Рокоссовского,28,Moscow,0,22.2,9,5.4,9,18,Cosmetic
19000000,Secondary,Китай-город,5,Moscow,0,27.8,20.5,2.5,2,5,Designer
6800000,Secondary,Ольховая,23,Moscow,0,26,15.3,8.8,1,24,European-style renovation
4100000,Secondary,Некрасовка,6,Moscow,0,13,10,3,2,25,European-style renovation
6500000,Secondary,Щелковская,7,Moscow,0,17,15,8,1,9,Cosmetic
8800000,Secondary,Саларьево,19,Moscow,0,19.6,11,5,23,24,Cosmetic
6500000,Secondary,Калитники,8,Moscow,0,27,15,5,1,8,Without renovation
5100000,Secondary,Первомайская,12,Moscow,0,16,8,3,4,5,European-style renovation
4550000,Secondary,Автозаводская,7,Moscow,0,18.3,12.3,2,5,5,Cosmetic
5404400,Secondary,Коломенская,10,Moscow,0,18.3,16.1,8.2,1,5,Cosmetic
6550000,Secondary,Силикатная,32,Moscow,0,23.9,15,6,9,12,European-style renovation
9625000,Secondary,ЗИЛ,15,Moscow,0,21,12.8,8.4,15,28,Cosmetic
10400000,Secondary,Селигерская,16,Moscow,0,24.9,10,8,16,22,European-style renovation
4100000,Secondary,Соколиная Гора,16,Moscow,0,16.8,12.8,2,1,5,Without renovation
20000000,Secondary,Раменки,11,Moscow,0,36.9,19.7,9.7,6,15,Without renovation
12032000,Secondary,Таганская,7,Moscow,0,25.6,13,5,2,6,Without renovation
4100000,Secondary,Соколиная Гора,16,Moscow,0,17,10.7,8,1,5,European-style renovation
4450000,Secondary,Медведково,10,Moscow,0,18,11.2,8.1,1,14,Cosmetic
5100000,Secondary,Семеновская,16,Moscow,0,13.4,7,1,1,2,European-style renovation
12800000,Secondary,Дмитровская,14,Moscow,0,26.5,16.9,8.8,29,49,Designer
55000000,Secondary,Технопарк,12,Moscow,0,138,48,40,16,21,Without renovation
16800000,Secondary,Павелецкая,18,Moscow,0,27.6,16,6,8,18,Without renovation
7750000,Secondary,Некрасовка,18,Moscow,0,36.3,20.5,9.6,2,17,Without renovation
10300000,Secondary,Селигерская,24,Moscow,0,26,15,8,11,25,Cosmetic
4600000,Secondary,Беломорская,11,Moscow,0,14.8,9.6,7.9,1,9,Cosmetic
12350000,Secondary,Новогиреево,26,Moscow,0,51.4,40,8,1,16,European-style renovation
12000000,Secondary,Селигерская,24,Moscow,0,35.2,20,10,1,21,European-style renovation
8800000,Secondary,Волгоградский проспект,8,Moscow,0,29.5,21,4,5,21,European-style renovation
4450000,Secondary,Медведково,9,Moscow,0,18.5,11.5,8.2,1,9,Cosmetic
16000000,Secondary,Павелецкая,18,Moscow,0,25.8,15.8,5,18,46,Without renovation
7899999,Secondary,Прокшино,13,Moscow,0,22,9.8,4.8,15,18,Cosmetic
3850000,Secondary,Новогиреево,10,Moscow,0,14,10,4,1,5,Without renovation
7700000,Secondary,Солнцево,7,Moscow,0,23.3,13.9,8.6,16,23,Without renovation
7000000,Secondary,Прокшино,18,Moscow,0,21.1,12.8,8.4,8,16,Cosmetic
5000000,Secondary,Прокшино,18,Moscow,0,22,13.3,8.5,5,16,Cosmetic
5400000,Secondary,Солнцево,18,Moscow,0,22.7,13.6,8.5,1,9,Cosmetic
3590000,Secondary,Тестовская,16,Moscow,0,19,17,8.2,1,5,Cosmetic
3850000,Secondary,Улица Горчакова,14,Moscow,0,12,8.2,7.6,1,14,Cosmetic
14000000,Secondary,Селигерская,18,Moscow,0,38,19,10,4,23,Designer
3950000,Secondary,Покровское,32,Moscow,0,17.6,14.6,3,2,18,Without renovation
6900000,Secondary,Медведково,17,Moscow,0,40,20,5,1,6,Designer
13400000,Secondary,Ботанический сад,2,Moscow,0,28,16.3,6,15,25,European-style renovation
6200000,Secondary,Калитники,8,Moscow,0,19.5,15,5,2,8,Without renovation
10450000,Secondary,Ботанический сад,18,Moscow,0,32.2,15,12,18,18,Without renovation
15000000,Secondary,Нагатинский Затон,11,Moscow,0,28,18,6,10,17,European-style renovation
68000000,Secondary,Славянский бульвар,23,Moscow,0,101,70,30,11,22,Without renovation
120000000,Secondary,Пролетарская,12,Moscow,0,161.1,69,41.4,13,18,Designer
12500000,Secondary,Чистые пруды,8,Moscow,0,16.4,11.4,3,1,4,European-style renovation
5099000,Secondary,Некрасовка,8,Moscow,0,20.6,12.5,8.3,2,17,European-style renovation
3300000,Secondary,Лианозово,9,Moscow,0,13.3,8.9,7.7,1,16,Cosmetic
4800000,Secondary,Новопеределкино,10,Moscow,0,16.5,10.5,8,1,14,Cosmetic
9800000,Secondary,Новогиреево,26,Moscow,0,47,35,8,1,16,European-style renovation
12000000,Secondary,Локомотив,18,Moscow,0,18,9,4,21,39,Cosmetic
11500000,Secondary,Чистые пруды,8,Moscow,0,14.1,10.5,2.8,1,4,European-style renovation
3900000,Secondary,Планерная,10,Moscow,0,10.5,7.4,7.5,1,9,Cosmetic
4550000,Secondary,Покровское,32,Moscow,0,19,15,2,2,18,Without renovation
4400000,Secondary,Беломорская,18,Moscow,0,15.6,15.6,7.9,1,9,Cosmetic
7600000,Secondary,Улица Скобелевская,12,Moscow,0,20.1,15,3,33,33,Cosmetic
8100000,Secondary,Проспект Вернадского,9,Moscow,0,17.3,10,3,7,10,Designer
3600000,Secondary,Отрадное,12,Moscow,0,14,9.2,7.8,1,9,Without renovation
7900000,Secondary,Некрасовка,13,Moscow,0,25,14,4,22,22,Cosmetic
6300000,Secondary,Красносельская,4,Moscow,0,16.8,10.6,8,4,5,Cosmetic
13450000,Secondary,Октябрьское поле,21,Moscow,0,27.5,18.5,5,4,24,Designer
4415000,Secondary,Бауманская,6,Moscow,0,20.3,17,8.3,1,3,Cosmetic
4650000,Secondary,Беломорская,18,Moscow,0,16.3,10.4,8,1,9,European-style renovation
7200000,Secondary,Прокшино,10,Moscow,0,22,10,5,6,18,Without renovation
5500000,Secondary,Рязанский проспект,15,Moscow,0,16.5,10.5,8,2,4,Cosmetic
3050000,Secondary,Бибирево,10,Moscow,0,11.5,7.9,7.6,1,12,Cosmetic
4650000,Secondary,Беломорская,18,Moscow,0,16.3,10.4,8,1,9,Cosmetic
6005300,Secondary,Селигерская,27,Moscow,0,19.3,11.9,3,3,3,Cosmetic
4200000,Secondary,Южная,16,Moscow,0,17.5,11,8.1,1,9,Cosmetic
15000000,Secondary,Шелепиха,19,Moscow,0,32.8,15,9,24,41,Without renovation
3550000,Secondary,Беломорская,9,Moscow,0,10.5,7.4,7.5,1,9,Cosmetic
41800000,Secondary,Маяковская,6,Moscow,0,88.2,45,15,8,12,Without renovation
10950000,Secondary,Текстильщики,16,Moscow,0,28.5,9,6,9,22,Designer
16490000,Secondary,ЦСКА,6,Moscow,0,33,27,2.5,14,15,Designer
7998000,Secondary,Красный Балтиец,14,Moscow,0,22.3,14,4,6,7,Without renovation
3550000,Secondary,Щелковская,21,Moscow,0,15.5,10,7.9,1,9,Cosmetic
5350000,Secondary,Орехово,6,Moscow,0,23.5,14,8.6,1,9,Cosmetic
5517000,Secondary,Селигерская,27,Moscow,0,19.2,11.8,3,1,3,Cosmetic
12600000,Secondary,Маяковская,9,Moscow,0,17.1,12,3,2,6,European-style renovation
6855000,Secondary,Сретенский бульвар,7,Moscow,0,13.7,9.1,7.8,1,3,Without renovation
5250000,Secondary,Академическая,13,Moscow,0,20,12.2,8.3,1,5,Cosmetic
7750000,Secondary,Новогиреево,26,Moscow,0,37,28,7,1,16,European-style renovation
3250000,Secondary,Сокол,9,Moscow,0,10.2,7.3,7.5,1,8,European-style renovation
7200000,Secondary,Нагатинский Затон,20,Moscow,0,17,8,4,17,18,Without renovation
5100000,Secondary,Тропарево,7,Moscow,0,19,19,8.2,1,16,Without renovation
64800000,Secondary,Новокузнецкая,10,Moscow,0,61.6,33.3,11.7,1,8,Without renovation
6842000,Secondary,Окружная,8,Moscow,0,31.1,17.9,9.2,5,5,Without renovation
3150000,Secondary,Ясенево,9,Moscow,0,10.5,7.5,3,1,16,Without renovation
9500000,Secondary,Новодачная,15,Moscow,0,28.6,17,4,7,11,European-style renovation
7900000,Secondary,Улица Скобелевская,12,Moscow,0,21,20,8.4,5,33,Cosmetic
4990000,Secondary,Отрадное,12,Moscow,0,21,12.8,8.4,1,9,Without renovation
15700000,Secondary,Маяковская,3,Moscow,0,22,14,3,2,8,European-style renovation
7500000,Secondary,Калитники,8,Moscow,0,28.4,18,6,3,8,Without renovation
5950000,Secondary,Владыкино,4,Moscow,0,18.3,14,2.5,2,16,European-style renovation
15000000,Secondary,Аминьевская,10,Moscow,0,28.8,16.7,9,28,37,European-style renovation
12950000,Secondary,Коммунарка,14,Moscow,0,40,18,10,20,25,Designer
15700000,Secondary,Маяковская,3,Moscow,0,23.1,15,5,2,8,European-style renovation
6800000,Secondary,Коммунарка,54,Moscow,0,18,11,3,13,16,Cosmetic
27500000,Secondary,Аминьевская,5,Moscow,0,71,36,16,19,42,European-style renovation
3850000,Secondary,Солнцево,18,Moscow,0,15.1,9.8,7.9,1,9,Cosmetic
8600000,Secondary,Калитники,8,Moscow,0,21.5,14,4,6,8,European-style renovation
11500000,Secondary,Хорошево,21,Moscow,0,23,10,7,14,39,Without renovation
7050000,Secondary,Аминьевская,18,Moscow,0,16.9,12,4,3,9,Cosmetic
5250000,Secondary,Академическая,13,Moscow,0,20,12.2,8.3,1,5,Cosmetic
41000000,Secondary,Технопарк,14,Moscow,0,61.1,47,20,19,20,Without renovation
3750000,Secondary,Юго-Восточная,10,Moscow,0,14.8,14.8,7.9,1,9,Cosmetic
10920000,Secondary,Угрешская,7,Moscow,0,23.5,12,5,13,30,European-style renovation
7236000,Secondary,Калитники,8,Moscow,0,26.8,21.1,5,3,8,Without renovation
11500000,Secondary,Динамо,8,Moscow,0,23.5,14,5,10,6,Without renovation
15699000,Secondary,Шелепиха,13,Moscow,0,35,19.8,9.5,6,19,European-style renovation
8900000,Secondary,Марьина Роща,8,Moscow,0,32,20,5,5,7,Designer
22000000,Secondary,Белорусская,4,Moscow,0,34,15,5,2,12,Cosmetic
39500000,Secondary,Технопарк,14,Moscow,0,70.8,47,12,2,15,Without renovation
4800000,Secondary,Чертановская,13,Moscow,0,19,15,2,1,9,Cosmetic
15700000,Secondary,Динамо,12,Moscow,0,26,18,4,8,36,European-style renovation
11500000,Secondary,Сокол,10,Moscow,0,25.1,21,8.7,10,14,Designer
3550000,Secondary,Ясенево,7,Moscow,0,12,9,2,1,16,Cosmetic
3200000,Secondary,Косино,15,Moscow,0,10.5,7.4,7.5,1,12,Cosmetic
7200000,Secondary,Тульская,12,Moscow,0,10.4,7.4,7.5,3,4,European-style renovation
15500000,Secondary,Площадь Ильича,8,Moscow,0,50,35,11,2,16,Cosmetic
3550000,Secondary,Ясенево,7,Moscow,0,12,8.2,7.6,1,9,Cosmetic
13800000,Secondary,Савеловская,9,Moscow,0,31.8,18.2,3,6,10,Without renovation
15400000,Secondary,Кунцевская,8,Moscow,0,53.3,29.4,8,11,29,Without renovation
14000000,Secondary,Ботанический сад,20,Moscow,0,60,50,10,16,18,Designer
4290000,Secondary,Преображенская площадь,16,Moscow,0,10.9,7.6,7.5,2,7,European-style renovation
3500000,Secondary,Шипиловская,19,Moscow,0,10.5,7.4,7.5,1,9,Designer
7800000,Secondary,Филатов Луг,11,Moscow,0,19.6,8,8,14,22,Cosmetic
6800000,Secondary,Новогиреево,26,Moscow,0,28.4,18,6,2,16,European-style renovation
13337500,Secondary,Китай-город,7,Moscow,0,19.4,11.9,8.2,3,3,Designer
6500000,Secondary,Беговая,5,Moscow,0,17,10,3,6,6,European-style renovation
15200000,Secondary,Красносельская,8,Moscow,0,29,15,10,1,9,European-style renovation
22000000,Secondary,Курская,9,Moscow,0,19.6,13.5,5,3,11,Designer
9665000,Secondary,Беговая,9,Moscow,0,29.7,17.1,9.1,5,5,European-style renovation
6850000,Secondary,Первомайская,19,Moscow,0,23.2,13.9,8.6,2,5,Cosmetic
5000000,Secondary,Шипиловская,6,Moscow,0,16,10.2,8,1,9,Without renovation
14500000,Secondary,Цветной бульвар,6,Moscow,0,24.4,17,3,1,5,European-style renovation
10500000,Secondary,Солнцево,8,Moscow,0,32.1,20,8,9,23,European-style renovation
15500000,Secondary,Смоленская,5,Moscow,0,17.3,12.5,2,2,6,Without renovation
9565152,Secondary,Беговая,9,Moscow,0,30.1,17.4,9.1,3,5,European-style renovation
11850000,Secondary,Угрешская,8,Moscow,0,25.5,12.6,5.6,13,33,Without renovation
6840000,Secondary,Тульская,12,Moscow,0,11.1,7.7,7.6,1,4,European-style renovation
9150000,Secondary,Хорошёвская,11,Moscow,0,24.7,14.5,3,5,23,Without renovation
100000000,Secondary,Минская,29,Moscow,0,164,130,20,15,53,Without renovation
10800000,Secondary,Лесопарковая,9,Moscow,0,38,32,3,2,23,Without renovation
4850000,Secondary,Беломорская,11,Moscow,0,17.5,11,8.1,1,9,European-style renovation
167500000,Secondary,Минская,15,Moscow,0,167,86,10,6,8,Without renovation
14490000,Secondary,Курская,9,Moscow,0,21,12,3,5,11,European-style renovation
12099000,Secondary,Шаболовская,17,Moscow,0,29.2,15.2,5.4,6,13,Without renovation
4575000,Secondary,Ботанический сад,13,Moscow,0,18.3,11.4,8.2,3,5,Without renovation
12500000,Secondary,Хорошево,23,Moscow,0,22,17.2,8.5,14,27,Without renovation
4670000,Secondary,Селигерская,8,Moscow,0,13,9,2,2,3,European-style renovation
4900000,Secondary,Шипиловская,19,Moscow,0,15.5,10,7.9,1,9,European-style renovation
5000000,Secondary,Шипиловская,6,Moscow,0,16.5,10.5,8,1,9,Cosmetic
5300000,Secondary,Коммунарка,56,Moscow,0,19.8,10,2.1,2,9,Without renovation
2900000,Secondary,Текстильщики,16,Moscow,0,15,9.7,7.9,1,16,Cosmetic
9500000,Secondary,Аэропорт,3,Moscow,0,24.1,15,3,2,4,Designer
14000000,Secondary,ЦСКА,11,Moscow,0,32,20,7,11,15,Designer
14450000,Secondary,Динамо,8,Moscow,0,22,18,4,2,6,Designer
29500000,Secondary,Аминьевская,11,Moscow,0,71,31,21,12,25,Without renovation
8900000,Secondary,Нижегородская,9,Moscow,0,22.7,12.3,4.1,25,33,Without renovation
4450000,Secondary,Медведково,9,Moscow,0,18,11.2,3,1,9,Cosmetic
154718925,Secondary,Минская,29,Moscow,0,187,105,25,31,53,Without renovation
4900000,Secondary,Шипиловская,19,Moscow,0,15.5,10,7.9,1,9,Cosmetic
48000000,Secondary,Аминьевская,13,Moscow,0,100,49,22,7,26,Without renovation
16200000,Secondary,Смоленская,5,Moscow,0,16.2,11,3,2,6,Designer
21000000,Secondary,Алексеевская,4,Moscow,0,38.9,26.5,10,5,15,Without renovation
7600000,Secondary,Бунинская Аллея,39,Moscow,0,24.9,17,3,8,15,Cosmetic
9000000,Secondary,Саларьево,26,Moscow,0,26.5,14.3,4.4,1,22,Cosmetic
15300000,Secondary,Владыкино,22,Moscow,0,29.7,29.7,9.1,25,31,Cosmetic
11490000,Secondary,Улица 1905 года,6,Moscow,0,22,13.3,8.5,4,5,Designer
4700000,Secondary,Лихоборы,21,Moscow,0,14,8.7,4,1,5,European-style renovation
9311000,Secondary,Калитники,8,Moscow,0,36.2,23.5,5,5,8,Without renovation
5700000,Secondary,Коньково,7,Moscow,0,16.5,7.5,8,1,9,Cosmetic
7690000,Secondary,Электрозаводская,12,Moscow,0,25,18,2,1,8,Designer
136471230,Secondary,Охотный ряд,7,Moscow,0,85.2,45.2,13.7,2,5,Without renovation
13200000,Secondary,Хорошево,12,Moscow,0,27.6,12.5,6.1,5,27,Without renovation
9600000,Secondary,Локомотив,15,Moscow,0,20,10,4,10,5,European-style renovation
16500000,Secondary,Давыдково,20,Moscow,0,37.5,21.1,9.7,9,16,European-style renovation
155000000,Secondary,Выставочная,9,Moscow,0,225,150,25,15,21,Without renovation
13000000,Secondary,Аминьевская,15,Moscow,0,29.1,20,5,10,41,Without renovation
7700000,Secondary,Улица Скобелевская,13,Moscow,0,21.2,14.2,4,25,33,Without renovation
6930000,Secondary,Окружная,8,Moscow,0,31.5,18.1,9.2,2,5,Cosmetic
3150000,Secondary,Ясенево,7,Moscow,0,10.5,7.5,2,1,16,Cosmetic
3150000,Secondary,Ясенево,7,Moscow,0,10.5,7.5,2,1,16,Cosmetic
10600000,Secondary,Красный Балтиец,14,Moscow,0,38,35,3,6,7,European-style renovation
5950000,Secondary,Сретенский бульвар,7,Moscow,0,11.8,8.1,7.6,1,3,Without renovation
8650000,Secondary,Чкаловская,13,Moscow,0,21.5,19,8.4,3,8,Without renovation
18100000,Secondary,Китай-город,5,Moscow,0,29.9,22.9,3,1,7,Designer
21000000,Secondary,Алексеевская,4,Moscow,0,38.9,28.1,9.9,4,15,Designer
14000000,Secondary,ЗИЛ,18,Moscow,0,25.5,15.8,8.7,9,16,Cosmetic
3750000,Secondary,Юго-Восточная,10,Moscow,0,14.8,9.6,7.9,1,9,Without renovation
186000000,Secondary,Кропоткинская,11,Moscow,0,184,100,16,2,8,Without renovation
71500000,Secondary,Хорошёвская,11,Moscow,0,130,56,48,17,24,Without renovation
80000000,Secondary,Выставочная,9,Moscow,0,100,70,25,5,21,Designer
14700000,Secondary,Аминьевская,11,Moscow,0,30.3,19,5,5,37,Designer
86450000,Secondary,Хорошёвская,11,Moscow,0,133,57,38,20,24,Designer
34500000,Secondary,Аминьевская,11,Moscow,0,73,30,22,4,37,Without renovation
18000000,Secondary,Алексеевская,4,Moscow,0,32.5,23,8,5,15,Designer
10199000,Secondary,Тургеневская,3,Moscow,0,19.1,16,2,1,8,European-style renovation
7600000,Secondary,Рижская,21,Moscow,0,26.7,20,4,1,3,Cosmetic
9100000,Secondary,Окружная,12,Moscow,0,19.7,9.7,5,12,19,European-style renovation
12100000,Secondary,Тургеневская,4,Moscow,0,23.5,14,8.6,1,8,Designer
49000000,Secondary,Хорошёвская,13,Moscow,0,94,74,20,5,24,Without renovation
34000000,Secondary,Аминьевская,13,Moscow,0,96,55,14,3,26,Without renovation
12600000,Secondary,Маяковская,9,Moscow,0,19,12,2.5,2,6,Designer
10500000,Secondary,Бульвар Рокоссовского,6,Moscow,0,21,12.8,8.4,2,31,Cosmetic
